work_id,lifecycle_stage,anomaly_unusualness,within_lifecycle_percentile_0_100,anomaly_flag,peer_robust_deviation
W-000001,PRE_SANCTION,0.48062427879790554,29.71887550200803,False,
W-000020,PRE_SANCTION,0.5412705883400398,86.34538152610442,False,
W-000021,PRE_SANCTION,0.49192387742180643,52.208835341365464,False,
W-000040,PRE_SANCTION,0.4787724827764635,25.702811244979916,False,
W-000041,PRE_SANCTION,0.48544004508979816,41.365461847389554,False,
W-000060,PRE_SANCTION,0.47946946198837465,27.510040160642568,False,
W-000061,PRE_SANCTION,0.4946340274810521,56.42570281124498,False,
W-000080,PRE_SANCTION,0.4817720777931859,33.734939759036145,False,
W-000081,PRE_SANCTION,0.49707060484574067,60.8433734939759,False,
W-000100,PRE_SANCTION,0.4809802966828055,30.923694779116467,False,
W-000120,PRE_SANCTION,0.5031595797887267,66.86746987951807,False,
W-000121,PRE_SANCTION,0.5252158034877802,80.52208835341365,False,
W-000140,PRE_SANCTION,0.460424091160374,3.413654618473896,False,
W-000141,PRE_SANCTION,0.5239186705751453,79.51807228915662,False,
W-000160,PRE_SANCTION,0.4758565637174373,19.477911646586346,False,
W-000161,PRE_SANCTION,0.4939053876778878,55.62248995983936,False,
W-000180,PRE_SANCTION,0.4767085503130898,21.686746987951807,False,
W-000181,PRE_SANCTION,0.4824819248639874,34.738955823293175,False,
W-000200,PRE_SANCTION,0.48287848794651783,35.54216867469879,False,
W-000201,PRE_SANCTION,0.49294601538521854,54.41767068273092,False,
W-000220,PRE_SANCTION,0.4880930734024258,45.78313253012048,False,
W-000221,PRE_SANCTION,0.48836787900759787,46.3855421686747,False,
W-000240,PRE_SANCTION,0.4899669806096464,48.59437751004016,False,
W-000241,PRE_SANCTION,0.4833055240004146,36.34538152610442,False,
W-000260,PRE_SANCTION,0.5506393136557042,90.76305220883533,False,
W-000261,PRE_SANCTION,0.45846065233031985,1.6064257028112447,False,
W-000280,PRE_SANCTION,0.4714555250141593,11.44578313253012,False,
W-000281,PRE_SANCTION,0.5117470462190636,74.09638554216868,False,
W-000300,PRE_SANCTION,0.4593558179986103,2.4096385542168677,False,
W-000301,PRE_SANCTION,0.5924573713790031,96.78714859437751,True,
W-000320,PRE_SANCTION,0.5120033135619192,74.49799196787149,False,
W-000321,PRE_SANCTION,0.476861735066708,22.08835341365462,False,
W-000340,PRE_SANCTION,0.48443896013923826,38.55421686746988,False,
W-000341,PRE_SANCTION,0.47770767379775864,23.694779116465863,False,
W-000360,PRE_SANCTION,0.5603741334605026,93.17269076305222,False,
W-000361,PRE_SANCTION,0.4607853386799054,4.016064257028113,False,
W-000380,PRE_SANCTION,0.4698359384216448,9.63855421686747,False,
W-000381,PRE_SANCTION,0.49289611437414893,54.21686746987952,False,
W-000400,PRE_SANCTION,0.5001795802861537,63.25301204819277,False,
W-000401,PRE_SANCTION,0.5708174933430409,95.58232931726907,False,
W-000420,PRE_SANCTION,0.47435392454574327,16.666666666666664,False,
W-000421,PRE_SANCTION,0.46051705202604276,3.614457831325301,False,
W-000440,PRE_SANCTION,0.47139781757222815,11.244979919678714,False,
W-000441,PRE_SANCTION,0.4853994714799462,40.963855421686745,False,
W-000460,PRE_SANCTION,0.5324985377044666,83.93574297188755,False,
W-000461,PRE_SANCTION,0.4983270233511521,62.048192771084345,False,
W-000480,PRE_SANCTION,0.5128424035793482,75.1004016064257,False,
W-000481,PRE_SANCTION,0.48574057588471,41.967871485943775,False,
W-000500,PRE_SANCTION,0.5012333633283205,63.85542168674698,False,
W-000501,PRE_SANCTION,0.4888917583956037,47.791164658634536,False,
W-000520,PRE_SANCTION,0.48044449782982307,29.518072289156628,False,
W-000521,PRE_SANCTION,0.6358629308639595,99.59839357429718,True,
W-000540,PRE_SANCTION,0.47858056918118486,25.502008032128515,False,
W-000541,PRE_SANCTION,0.4855318428102067,41.76706827309237,False,
W-000560,PRE_SANCTION,0.4925466782676671,53.6144578313253,False,
W-000561,PRE_SANCTION,0.5191711363134299,78.5140562248996,False,
W-000580,PRE_SANCTION,0.5339680580266531,84.53815261044177,False,
W-000581,PRE_SANCTION,0.5536661527684298,91.56626506024097,False,
W-000600,PRE_SANCTION,0.5037175783858764,67.06827309236948,False,
W-000601,PRE_SANCTION,0.49055220031086616,49.79919678714859,False,
W-000620,PRE_SANCTION,0.5284463950489946,82.53012048192771,False,
W-000621,PRE_SANCTION,0.46518897488473127,7.028112449799197,False,
W-000640,PRE_SANCTION,0.4788052988338531,25.903614457831324,False,
W-000641,PRE_SANCTION,0.47432020588158785,16.265060240963855,False,
W-000660,PRE_SANCTION,0.5074315525716763,71.285140562249,False,
W-000661,PRE_SANCTION,0.482487808779803,34.93975903614458,False,
W-000680,PRE_SANCTION,0.5171905498488125,77.91164658634538,False,
W-000681,PRE_SANCTION,0.6323627034732143,99.3975903614458,True,
W-000700,PRE_SANCTION,0.5385841242273837,85.54216867469879,False,
W-000701,PRE_SANCTION,0.49368686508126197,55.42168674698795,False,
W-000720,PRE_SANCTION,0.5018446054164925,65.46184738955823,False,
W-000721,PRE_SANCTION,0.47259420724520235,12.650602409638553,False,
W-000740,PRE_SANCTION,0.4932442363181879,54.61847389558233,False,
W-000741,PRE_SANCTION,0.476698784986849,21.485943775100402,False,
W-000760,PRE_SANCTION,0.5344623084523483,84.73895582329317,False,
W-000761,PRE_SANCTION,0.5565926191618374,92.570281124498,False,
W-000780,PRE_SANCTION,0.49025187536460063,48.795180722891565,False,
W-000781,PRE_SANCTION,0.46286557394920586,5.220883534136546,False,
W-000800,PRE_SANCTION,0.5142931227951312,76.10441767068274,False,
W-000801,PRE_SANCTION,0.4913277263245942,50.602409638554214,False,
W-000820,PRE_SANCTION,0.48680755663386094,43.57429718875502,False,
W-000821,PRE_SANCTION,0.4656067822573715,7.228915662650602,False,
W-000840,PRE_SANCTION,0.46485887516537655,6.425702811244979,False,
W-000841,PRE_SANCTION,0.4778083443800026,23.895582329317268,False,
W-000860,PRE_SANCTION,0.49733419451390554,61.044176706827315,False,
W-000861,PRE_SANCTION,0.47468195646394545,17.46987951807229,False,
W-000880,PRE_SANCTION,0.505005745524862,68.47389558232932,False,
W-000881,PRE_SANCTION,0.5059192852131338,69.87951807228916,False,
W-000900,PRE_SANCTION,0.4736971384861238,15.461847389558233,False,
W-000901,PRE_SANCTION,0.49668598871757796,60.44176706827309,False,
W-000920,PRE_SANCTION,0.49606511702790634,58.835341365461844,False,
W-000921,PRE_SANCTION,0.4803155833700377,28.915662650602407,False,
W-000940,PRE_SANCTION,0.4830322091561167,35.7429718875502,False,
W-000941,PRE_SANCTION,0.5051317716788409,68.67469879518072,False,
W-000960,PRE_SANCTION,0.45629030654939023,1.0040160642570282,False,
W-000961,PRE_SANCTION,0.5363581955222196,85.34136546184739,False,
W-000980,PRE_SANCTION,0.5683955322211386,94.57831325301204,False,
W-000981,PRE_SANCTION,0.49766902253607703,61.24497991967871,False,
W-001000,PRE_SANCTION,0.4873323194805218,44.57831325301205,False,
W-001001,PRE_SANCTION,0.5414791720434681,86.74698795180723,False,
W-001020,PRE_SANCTION,0.47235416253172613,12.048192771084338,False,
W-001021,PRE_SANCTION,0.5093000820573055,72.69076305220884,False,
W-001040,PRE_SANCTION,0.47935263805076245,26.907630522088354,False,
W-001041,PRE_SANCTION,0.4583073281415837,1.4056224899598393,False,
W-001060,PRE_SANCTION,0.4751011904550655,18.473895582329316,False,
W-001061,PRE_SANCTION,0.5015985534899103,64.65863453815261,False,
W-001080,PRE_SANCTION,0.5853152193178578,96.18473895582329,True,
W-001081,PRE_SANCTION,0.4814112091895393,32.329317269076306,False,
W-001100,PRE_SANCTION,0.48172929930614555,33.53413654618474,False,
W-001101,PRE_SANCTION,0.5146259431766437,76.50602409638554,False,
W-001120,PRE_SANCTION,0.48657236764796713,42.971887550200805,False,
W-001121,PRE_SANCTION,0.4739348146716485,15.66265060240964,False,
W-001140,PRE_SANCTION,0.5269596681774683,81.32530120481928,False,
W-001141,PRE_SANCTION,0.48672972189481234,43.17269076305221,False,
W-001160,PRE_SANCTION,0.5108882487259506,73.49397590361446,False,
W-001161,PRE_SANCTION,0.5362824812976877,85.14056224899599,False,
W-001180,PRE_SANCTION,0.5283968965174085,82.1285140562249,False,
W-001181,PRE_SANCTION,0.48329806702049344,36.144578313253014,False,
W-001200,PRE_SANCTION,0.4708622807424661,10.642570281124499,False,
W-001201,PRE_SANCTION,0.47791872984933925,24.29718875502008,False,
W-001220,PRE_SANCTION,0.48540075185714016,41.164658634538156,False,
W-001221,PRE_SANCTION,0.5019411745697417,65.66265060240963,False,
W-001240,PRE_SANCTION,0.5573121908839505,92.7710843373494,False,
W-001241,PRE_SANCTION,0.5161480298242579,77.51004016064257,False,
W-001260,PRE_SANCTION,0.4868260844349127,43.77510040160642,False,
W-001261,PRE_SANCTION,0.48454464129283714,38.95582329317269,False,
W-001280,PRE_SANCTION,0.4880632843618076,45.58232931726908,False,
W-001281,PRE_SANCTION,0.5282904884696283,81.72690763052208,False,
W-001300,PRE_SANCTION,0.5466340995951144,88.95582329317268,False,
W-001301,PRE_SANCTION,0.4826260101818634,35.140562248995984,False,
W-001320,PRE_SANCTION,0.48158802436696563,32.93172690763052,False,
W-001321,PRE_SANCTION,0.5225668960842349,79.11646586345381,False,
W-001340,PRE_SANCTION,0.5080857858406567,71.6867469879518,False,
W-001341,PRE_SANCTION,0.5456038212693556,88.35341365461848,False,
W-001360,PRE_SANCTION,0.49177386468289264,51.80722891566265,False,
W-001361,PRE_SANCTION,0.4734310310545113,14.859437751004014,False,
W-001380,PRE_SANCTION,0.4736033410822752,15.261044176706829,False,
W-001381,PRE_SANCTION,0.48862208767038706,47.389558232931726,False,
W-001400,PRE_SANCTION,0.47256393444081307,12.449799196787147,False,
W-001401,PRE_SANCTION,0.47619733302195877,20.281124497991968,False,
W-001420,PRE_SANCTION,0.49598707434714406,58.63453815261044,False,
W-001421,PRE_SANCTION,0.4713479623425742,11.04417670682731,False,
W-001440,PRE_SANCTION,0.5079125512185636,71.4859437751004,False,
W-001441,PRE_SANCTION,0.567387366507777,94.37751004016064,False,
W-001460,PRE_SANCTION,0.47339840870829597,14.65863453815261,False,
W-001461,PRE_SANCTION,0.49587327820332067,58.23293172690763,False,
W-001480,PRE_SANCTION,0.4845700608741174,39.1566265060241,False,
W-001481,PRE_SANCTION,0.490275192338383,48.99598393574297,False,
W-001500,PRE_SANCTION,0.5608194599519606,93.37349397590361,False,
W-001501,PRE_SANCTION,0.49404383539728186,55.82329317269076,False,
W-001520,PRE_SANCTION,0.48879631395236445,47.59036144578313,False,
W-001521,PRE_SANCTION,0.6114857152090094,97.99196787148594,True,
W-001540,PRE_SANCTION,0.49856177446951594,62.44979919678715,False,
