evidence_id,work_id,reporting_month,evidence_stage,capture_timestamp,upload_timestamp,latitude,longitude,physical_progress_pct,captured_by_user,captured_by_role,implementing_agency_id,source_type,image_path_or_object_id,image_sha256,verification_status,verified_by,verification_timestamp,note,synthetic_demo_data
GEO-V2-00000001,W-000002,2022-09,BEFORE_WORK,2022-09-24T09:15:00+05:30,2022-09-24T10:00:00+05:30,15.15312,75.545694,0,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-02.svg,672c553f360c05043de33a29adf711834bb5506427fc8d3122c65e7f838a17a1,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2022-09-24T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000002,W-000002,2026-03,MONTHLY_PROGRESS,2026-03-04T09:18:00+05:30,2026-03-04T10:02:00+05:30,15.154448,75.546822,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-03.svg,7ca7b37cb2fb6c507922737a0ccc48916ba6be4efe11a3a3a35e6d9d0c840322,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-03-04T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000003,W-000002,2026-04,MONTHLY_PROGRESS,2026-04-03T09:18:00+05:30,2026-04-03T10:02:00+05:30,15.152578,75.546083,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-01.svg,794bcbbac6c862388e6c087c6bd1b2e483f7ce90352409ff45aceb5851ae6447,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-04-03T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000004,W-000002,2026-05,MONTHLY_PROGRESS,2026-05-05T09:18:00+05:30,2026-05-05T10:02:00+05:30,15.154155,75.546254,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-02.svg,672c553f360c05043de33a29adf711834bb5506427fc8d3122c65e7f838a17a1,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-05-05T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000005,W-000002,2026-06,MONTHLY_PROGRESS,2026-06-03T09:18:00+05:30,2026-06-03T10:02:00+05:30,15.153004,75.546361,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-03.svg,7ca7b37cb2fb6c507922737a0ccc48916ba6be4efe11a3a3a35e6d9d0c840322,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-06-03T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000006,W-000002,2026-07,MONTHLY_PROGRESS,2026-07-03T09:18:00+05:30,2026-07-03T10:02:00+05:30,15.152898,75.545808,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-01.svg,794bcbbac6c862388e6c087c6bd1b2e483f7ce90352409ff45aceb5851ae6447,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-07-03T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000007,W-000002,2026-08,MONTHLY_PROGRESS,2026-08-05T09:18:00+05:30,2026-08-05T10:02:00+05:30,15.153356,75.546705,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-02.svg,672c553f360c05043de33a29adf711834bb5506427fc8d3122c65e7f838a17a1,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-08-05T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000008,W-000002,2026-09,MONTHLY_PROGRESS,2026-09-03T09:18:00+05:30,2026-09-03T10:02:00+05:30,15.152656,75.545294,92,IA-FIELD-0002,IA,IA-S02-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-03.svg,7ca7b37cb2fb6c507922737a0ccc48916ba6be4efe11a3a3a35e6d9d0c840322,DISTRICT_VERIFIED,DISTRICT-VERIFY-002,2026-09-03T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000009,W-000003,2022-09,BEFORE_WORK,2022-09-17T09:15:00+05:30,2022-09-17T10:00:00+05:30,19.267925,74.853982,0,IA-FIELD-0003,IA,IA-S03-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-01.svg,794bcbbac6c862388e6c087c6bd1b2e483f7ce90352409ff45aceb5851ae6447,DISTRICT_VERIFIED,DISTRICT-VERIFY-003,2022-09-17T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
GEO-V2-00000010,W-000003,2026-03,MONTHLY_PROGRESS,2026-03-04T09:18:00+05:30,2026-03-04T10:02:00+05:30,19.267051,74.854988,91.5,IA-FIELD-0003,IA,IA-S03-01-01,SEEDED_SYNTHETIC_DEMO_EVIDENCE,evidence-images/synthetic-site-02.svg,672c553f360c05043de33a29adf711834bb5506427fc8d3122c65e7f838a17a1,DISTRICT_VERIFIED,DISTRICT-VERIFY-003,2026-03-04T15:00:00+05:30,SYNTHETIC DEMO DATA — generated for prototype testing; distributions and coordinates do not represent real MPLADS national prevalence or Government field evidence.,True
