work_id,prediction_target,raw_model_probability,calibrated_probability,model_output_explained,serving_score_field,calibrated_probability_role,base_probability,explanation_scope,top_feature_1,top_feature_1_value,top_feature_1_shap,top_feature_2,top_feature_2_value,top_feature_2_shap,top_feature_3,top_feature_3_value,top_feature_3_shap
W-000005,cost_overrun_outcome,0.4092134833335876,0.7541402281309928,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,days_recommendation_to_sanction,38.0,0.7094953060150146,recommended_amount_inr,1949000.0,-0.4389424324035644,planned_duration_days,215.0,-0.3434189558029175
W-000008,cost_overrun_outcome,0.2136255055665969,0.8257368025283905,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,planned_duration_days,346.0,-0.7153984904289246,sanction_to_estimate_ratio,1.0354523227383865,-0.568536102771759,largest_payment_inr_as_of,148000.0,-0.3009916245937347
W-000012,cost_overrun_outcome,0.6963613033294678,0.6375014416939203,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,recommended_amount_inr,1358000.0,0.4812282025814056,sanction_to_recommended_ratio,1.0751104565537557,-0.4016298651695251,estimate_to_recommended_ratio,1.0780559646539027,0.3474034368991852
W-000013,cost_overrun_outcome,0.2148584425449371,0.8252465869256652,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,sanction_to_recommended_ratio,1.051492860233665,-0.6658639907836914,sanctioned_amount_inr,2430000.0,0.4211519062519073,estimate_to_recommended_ratio,1.0549545651233232,-0.3015992641448974
W-000015,cost_overrun_outcome,0.914771854877472,0.4619392407406215,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,days_recommendation_to_sanction,39.0,0.6350781321525574,estimate_to_recommended_ratio,1.0683035714285714,0.6070987582206726,planned_duration_days,291.0,0.3939893245697021
W-000016,cost_overrun_outcome,0.6939421892166138,0.6387262684584883,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,recommended_amount_inr,1751000.0,0.5896071791648865,estimate_to_recommended_ratio,1.0759565962307254,0.4087105393409729,technical_estimate_amount_inr,1884000.0,0.3667244017124176
W-000017,cost_overrun_outcome,0.5940003991127014,0.684253693680395,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,sanction_to_estimate_ratio,0.9843251088534108,0.8045995235443115,expenditure_to_sanction_pct_as_of,88.82335594219994,-0.6948748826980591,recommended_amount_inr,3484000.0,-0.4891521334648132
W-000023,cost_overrun_outcome,0.3235634863376617,0.7846268249074356,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,planned_duration_days,274.0,0.5463641881942749,estimate_to_recommended_ratio,1.0307589434971582,-0.4794368147850036,days_recommendation_to_sanction,7.0,-0.4629765450954437
W-000026,cost_overrun_outcome,0.52543044090271,0.7115433182614991,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,days_sanction_to_expected_start,8.0,0.8062517046928406,expenditure_to_sanction_pct_as_of,94.33882551753274,-0.5269848704338074,planned_duration_days,283.0,0.4172452986240387
W-000027,cost_overrun_outcome,0.5402783751487732,0.7058212130008596,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,days_recommendation_to_sanction,49.0,0.9730579257011414,days_sanction_to_expected_start,8.0,0.9103123545646667,planned_duration_days,334.0,-0.5511918663978577
W-000029,cost_overrun_outcome,0.8955078721046448,0.4880107772809287,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,days_sanction_to_expected_start,11.0,1.4268953800201416,sanction_to_estimate_ratio,0.9849624060150376,0.9915512800216676,estimate_to_recommended_ratio,1.0649466192170818,0.3562678396701813
W-000031,cost_overrun_outcome,0.2881513237953186,0.7974447941541778,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,estimate_to_recommended_ratio,1.0176730486008836,-0.569191575050354,recommended_amount_inr,3395000.0,-0.5491098761558533,days_recommendation_to_sanction,47.0,0.5046796798706055
W-000032,cost_overrun_outcome,0.9241704344749452,0.4473022257152532,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,planned_duration_days,272.0,0.9185807108879088,recommended_amount_inr,1832000.0,0.4710646271705627,technical_estimate_amount_inr,1782000.0,0.4387437701225281
W-000037,cost_overrun_outcome,0.7552950978279114,0.6050443374184763,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,sanction_to_estimate_ratio,1.0221036585365857,0.4895466566085815,largest_payment_inr_as_of,153000.0,-0.4393965005874634,estimate_to_recommended_ratio,0.9853548629365376,0.3886953592300415
W-000039,cost_overrun_outcome,0.343541145324707,0.777485041755297,xgboost_raw_margin,cost_overrun_serving_score,DIAGNOSTIC_AUDIT_ONLY_NOT_EXPLAINED_BY_SHAP,0.4784742049001943,SHAP contribution to the XGBoost model output; non-causal and not proof of why an outcome will occur.,sanction_to_recommended_ratio,1.0523212969786293,-0.5975450277328491,recommended_amount_inr,1357000.0,0.4825639426708221,days_sanction_to_expected_start,43.0,-0.3559944927692413
